campaignuuid,userid,reqid,eventdate,event,zoneuuid,benefitunit,questionuuid,questionname,answer,questiontype,questionfieldtype,questionoptionselected,questionoptionuuid,questionoptionname,questionoptionsisanswer,year,month,day,hour
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900203,0,2020-08-02T21:34:30.220-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900204,0,2020-08-02T21:34:30.333-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900205,0,2020-08-02T21:34:30.342-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900206,0,2020-08-02T21:34:30.355-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900207,0,2020-08-02T21:34:30.518-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900208,0,2020-08-02T21:34:30.533-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900209,0,2020-08-02T21:34:30.632-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900210,0,2020-08-02T21:34:30.667-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900211,0,2020-08-02T21:34:30.670-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900212,0,2020-08-02T21:34:30.770-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900213,0,2020-08-02T21:34:30.847-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900214,0,2020-08-02T21:34:30.828-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900215,0,2020-08-02T21:34:30.994-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900216,0,2020-08-02T21:34:31.025-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900217,0,2020-08-02T21:34:31.044-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900218,0,2020-08-02T21:34:30.960-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900219,0,2020-08-02T21:34:31.022-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900220,0,2020-08-02T21:34:31.197-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900221,0,2020-08-02T21:34:31.226-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900222,0,2020-08-02T21:34:31.295-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900223,0,2020-08-02T21:34:31.411-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900224,0,2020-08-02T21:34:31.495-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900225,0,2020-08-02T21:34:31.625-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900226,0,2020-08-02T21:34:31.625-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900227,0,2020-08-02T21:34:31.694-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900228,0,2020-08-02T21:34:31.744-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900229,0,2020-08-02T21:34:31.773-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900230,0,2020-08-02T21:34:31.840-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900231,0,2020-08-02T21:34:31.890-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900232,0,2020-08-02T21:34:31.928-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900233,0,2020-08-02T21:34:32.133-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900234,0,2020-08-02T21:34:32.240-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900235,0,2020-08-02T21:34:32.272-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900236,0,2020-08-02T21:34:32.470-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900237,0,2020-08-02T21:34:32.616-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900238,0,2020-08-02T21:34:32.671-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900239,0,2020-08-02T21:34:32.738-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900240,0,2020-08-02T21:34:32.787-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900241,0,2020-08-02T21:34:32.829-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900242,0,2020-08-02T21:34:32.913-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900243,0,2020-08-02T21:34:32.935-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900244,0,2020-08-02T21:34:33.011-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900245,0,2020-08-02T21:34:33.080-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900246,0,2020-08-02T21:34:32.998-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900247,0,2020-08-02T21:34:33.146-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900248,0,2020-08-02T21:34:33.265-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900249,0,2020-08-02T21:34:33.062-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900250,0,2020-08-02T21:34:33.264-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900251,0,2020-08-02T21:34:33.266-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900252,0,2020-08-02T21:34:33.311-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900253,0,2020-08-02T21:34:33.493-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900254,0,2020-08-02T21:34:33.447-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900255,0,2020-08-02T21:34:33.538-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900256,0,2020-08-02T21:34:33.610-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900257,0,2020-08-02T21:34:33.682-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900258,0,2020-08-02T21:34:33.714-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900259,0,2020-08-02T21:34:33.721-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900260,0,2020-08-02T21:34:33.726-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900261,0,2020-08-02T21:34:33.903-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900262,0,2020-08-02T21:34:33.895-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900263,0,2020-08-02T21:34:33.886-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900264,0,2020-08-02T21:34:33.922-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900265,0,2020-08-02T21:34:34.020-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900266,0,2020-08-02T21:34:34.070-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900267,0,2020-08-02T21:34:34.128-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900268,0,2020-08-02T21:34:34.266-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900269,0,2020-08-02T21:34:34.363-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900270,0,2020-08-02T21:34:34.408-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900271,0,2020-08-02T21:34:34.585-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900272,0,2020-08-02T21:34:34.548-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900273,0,2020-08-02T21:34:34.468-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900274,0,2020-08-02T21:34:34.697-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900275,0,2020-08-02T21:34:34.727-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900276,0,2020-08-02T21:34:34.821-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900277,0,2020-08-02T21:34:34.852-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900278,0,2020-08-02T21:34:34.883-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900279,0,2020-08-02T21:34:34.952-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900280,0,2020-08-02T21:34:35.004-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900281,0,2020-08-02T21:34:35.022-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900282,0,2020-08-02T21:34:35.066-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900283,0,2020-08-02T21:34:35.162-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900284,0,2020-08-02T21:34:35.175-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900285,0,2020-08-02T21:34:35.191-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900286,0,2020-08-02T21:34:35.213-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900287,0,2020-08-02T21:34:35.206-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900288,0,2020-08-02T21:34:35.254-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900289,0,2020-08-02T21:34:35.296-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900290,0,2020-08-02T21:34:35.364-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900291,0,2020-08-02T21:34:35.471-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900292,0,2020-08-02T21:34:35.538-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900293,0,2020-08-02T21:34:35.614-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900294,0,2020-08-02T21:34:35.669-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900295,0,2020-08-02T21:34:35.662-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900296,0,2020-08-02T21:34:35.706-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900297,0,2020-08-02T21:34:35.898-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900298,0,2020-08-02T21:34:35.866-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900299,0,2020-08-02T21:34:35.877-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900300,0,2020-08-02T21:34:36.065-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900301,0,2020-08-02T21:34:36.050-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900302,0,2020-08-02T21:34:36.098-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900303,0,2020-08-02T21:34:35.801-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900304,0,2020-08-02T21:34:36.117-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900305,0,2020-08-02T21:34:36.120-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900306,0,2020-08-02T21:34:36.198-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900307,0,2020-08-02T21:34:36.242-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900308,0,2020-08-02T21:34:36.297-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900309,0,2020-08-02T21:34:36.311-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900310,0,2020-08-02T21:34:36.231-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900311,0,2020-08-02T21:34:36.404-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900312,0,2020-08-02T21:34:36.448-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900313,0,2020-08-02T21:34:36.522-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900314,0,2020-08-02T21:34:36.549-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900315,0,2020-08-02T21:34:36.561-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900316,0,2020-08-02T21:34:36.121-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900317,0,2020-08-02T21:34:36.446-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900318,0,2020-08-02T21:34:36.594-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900319,0,2020-08-02T21:34:36.736-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900320,0,2020-08-02T21:34:36.706-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900321,0,2020-08-02T21:34:36.919-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900322,0,2020-08-02T21:34:36.848-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900323,0,2020-08-02T21:34:36.828-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900324,0,2020-08-02T21:34:36.975-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900325,0,2020-08-02T21:34:37.054-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900326,0,2020-08-02T21:34:37.037-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900327,0,2020-08-02T21:34:37.070-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900328,0,2020-08-02T21:34:37.122-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900329,0,2020-08-02T21:34:37.229-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900330,0,2020-08-02T21:34:37.371-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900331,0,2020-08-02T21:34:37.389-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900332,0,2020-08-02T21:34:37.394-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900333,0,2020-08-02T21:34:37.527-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
,1221999900334,0,2020-08-02T21:34:37.505-03:00,campaign-pull-no-fill,5ed147e6-4758-11ea-89ec-0677896605d2,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900335,0,2020-08-02T21:34:37.494-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900336,0,2020-08-02T21:34:37.584-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900337,0,2020-08-02T21:34:37.539-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900338,0,2020-08-02T21:34:37.665-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900339,0,2020-08-02T21:34:37.791-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900340,0,2020-08-02T21:34:37.761-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900341,0,2020-08-02T21:34:37.797-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900342,0,2020-08-02T21:34:38.036-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900343,0,2020-08-02T21:34:38.270-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900344,0,2020-08-02T21:34:38.353-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900345,0,2020-08-02T21:34:38.399-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900346,0,2020-08-02T21:34:38.279-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900347,0,2020-08-02T21:34:38.443-03:00,campaign-pull-fill,47a29af8-01cc-4b78-bfc2-2763c576df41,0,,,empty,empty,empty,,,,,2020,8,3,0
0b4ef373-a6a3-4b29-9659-609b9937524d,1221999900348,0,2020-08-02T21:34:38.489-03:00,delivered,,0,,,empty,empty,empty,,,,,2020,8,3,0
2f784d29-a3da-4e8c-9ce2-06fb4451befd,1221999900349,0,2020-08-02T21:34:38.365-03:00,impression,,0,,,empty,empty,empty,,,,,2020,8,3,0
